InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice
549235,4/7/2011 11:16,15530,United Kingdom,324,2.7107
549236,4/7/2011 11:29,(blank),United Kingdom,20,2.475
549237,4/7/2011 11:29,13950,United Kingdom,81,6.2843
549238,4/7/2011 11:30,14667,United Kingdom,205,3.0406
549239,4/7/2011 11:37,13102,United Kingdom,174,1.6355
549240,4/7/2011 11:37,15910,United Kingdom,82,1.8565
549241,4/7/2011 11:40,15719,United Kingdom,169,2.3043
549242,4/7/2011 11:41,14911,EIRE,119,7.2627
549243,4/7/2011 11:47,16043,United Kingdom,102,3.95
549244,4/7/2011 11:53,(blank),United Kingdom,-3,0
549245,4/7/2011 11:59,15005,United Kingdom,73,2.1929
549245,4/7/2011 12:00,15005,United Kingdom,21,2.3
549246,4/7/2011 12:02,15939,United Kingdom,820,2.167
549247,4/7/2011 12:04,13752,United Kingdom,224,2.5063
549248,4/7/2011 12:04,13892,United Kingdom,140,0.3867
549249,4/7/2011 12:04,12423,Belgium,248,1.9911
549250,4/7/2011 12:10,14446,United Kingdom,318,1.4784
549251,4/7/2011 12:16,14449,United Kingdom,194,1.1633
549255,4/7/2011 12:23,16209,United Kingdom,245,3.855
549256,4/7/2011 12:24,15754,United Kingdom,36,2.9333
549257,4/7/2011 12:29,14465,United Kingdom,87,2.8048
549258,4/7/2011 12:30,13102,United Kingdom,216,2.655
549259,4/7/2011 12:33,13712,United Kingdom,352,1.235
549260,4/7/2011 12:34,17790,United Kingdom,39,3.1809
549261,4/7/2011 12:35,14903,United Kingdom,284,2.9205
549262,4/7/2011 12:38,14465,United Kingdom,132,2.8298
549263,4/7/2011 12:39,15800,United Kingdom,108,4.7036
549264,4/7/2011 12:45,(blank),United Kingdom,-21,0
549266,4/7/2011 12:45,(blank),United Kingdom,-5,0
549267,4/7/2011 12:46,(blank),United Kingdom,-5,0
549268,4/7/2011 12:47,(blank),United Kingdom,-7,0
549270,4/7/2011 12:48,(blank),United Kingdom,-27,0
549271,4/7/2011 12:48,(blank),United Kingdom,-2,0
549272,4/7/2011 12:59,17133,United Kingdom,131,2.65
549273,4/7/2011 13:05,13089,United Kingdom,112,6.3833
549274,4/7/2011 13:07,12721,France,239,3.7625
549275,4/7/2011 13:09,15916,United Kingdom,64,3.9633
549276,4/7/2011 13:11,16745,United Kingdom,152,2.4312
549277,4/7/2011 13:11,16469,United Kingdom,44,2.7865
549278,4/7/2011 13:16,16255,United Kingdom,195,1.8838
549279,4/7/2011 13:16,16469,United Kingdom,70,3.1791
549280,4/7/2011 13:18,13854,United Kingdom,82,6.0167
549281,4/7/2011 13:19,17735,United Kingdom,330,2.497
549282,4/7/2011 13:24,13718,United Kingdom,38,6.25
549283,4/7/2011 13:32,13005,United Kingdom,135,4.5444
549284,4/7/2011 13:37,15694,United Kingdom,36,7.35
549285,4/7/2011 13:45,14981,United Kingdom,97,1.46
549286,4/7/2011 18:03,17928,United Kingdom,46,2.8059
549287,4/7/2011 18:05,14527,United Kingdom,15,3.615
549289,4/7/2011 18:09,14395,United Kingdom,152,1.9241
549291,4/7/2011 19:05,16261,United Kingdom,139,2.7946
549292,4/7/2011 19:10,17869,United Kingdom,17,8.064
549293,4/7/2011 19:16,17883,United Kingdom,48,3.1237
549294,4/7/2011 19:27,13230,United Kingdom,109,2.3253
549295,4/7/2011 19:49,(blank),United Kingdom,418,5.4994
549296,4/8/2011 7:37,14619,United Kingdom,152,4.706
549297,4/8/2011 7:49,18061,United Kingdom,66,4.875
549298,4/8/2011 8:20,13015,United Kingdom,192,2.8026
549299,4/8/2011 8:20,13995,United Kingdom,183,2.2529
549300,4/8/2011 8:21,13362,United Kingdom,391,3.3805
549301,4/8/2011 8:24,16643,United Kingdom,269,3.6359
549302,4/8/2011 8:25,14246,United Kingdom,216,2.8142
549303,4/8/2011 8:27,18040,United Kingdom,96,3.0383
549304,4/8/2011 8:39,16133,United Kingdom,139,2.6836
549305,4/8/2011 8:40,15189,United Kingdom,46,3.7313
549306,4/8/2011 8:48,16837,United Kingdom,98,5.1663
549307,4/8/2011 9:08,15119,United Kingdom,88,7.7286
549308,4/8/2011 9:13,13767,United Kingdom,76,3.9343
549309,4/8/2011 9:15,15114,United Kingdom,234,2.0475
549310,4/8/2011 9:20,16325,United Kingdom,62,3.298
549311,4/8/2011 9:25,14924,United Kingdom,64,15.665
549312,4/8/2011 9:26,14217,United Kingdom,24,7.95
549313,4/8/2011 9:45,12393,Australia,224,2.3912
549314,4/8/2011 9:50,(blank),United Kingdom,1,1.95
549316,4/8/2011 9:54,12705,Germany,757,2.3121
549317,4/8/2011 9:58,15109,United Kingdom,131,5.8804
549318,4/8/2011 10:01,13911,United Kingdom,105,4.0357
549319,4/8/2011 10:09,16623,United Kingdom,39,3.19
549320,4/8/2011 10:14,16010,United Kingdom,61,2.1714
549321,4/8/2011 10:19,14243,United Kingdom,237,3.94
549322,4/8/2011 10:20,16558,United Kingdom,116,2.8479
549323,4/8/2011 10:26,12999,United Kingdom,310,1.7883
549324,4/8/2011 10:32,16045,United Kingdom,107,3.7745
549325,4/8/2011 10:32,12717,Greece,262,5.22
549326,4/8/2011 10:45,(blank),United Kingdom,-5,0
549327,4/8/2011 10:46,(blank),United Kingdom,70,0
549328,4/8/2011 10:49,(blank),United Kingdom,-110,0
549329,4/8/2011 10:49,(blank),United Kingdom,-1,0
549330,4/8/2011 10:53,(blank),United Kingdom,-28,0
549331,4/8/2011 10:54,(blank),United Kingdom,-22,0
549332,4/8/2011 10:55,(blank),United Kingdom,-2,0
549340,4/8/2011 11:02,(blank),United Kingdom,-11,0
549342,4/8/2011 11:06,(blank),United Kingdom,-53,0
549343,4/8/2011 11:07,(blank),United Kingdom,-3,0
549344,4/8/2011 11:08,(blank),United Kingdom,-14,0
549345,4/8/2011 11:10,(blank),United Kingdom,12,0
549346,4/8/2011 11:10,(blank),United Kingdom,-50,0
549347,4/8/2011 11:11,(blank),United Kingdom,10,0
549348,4/8/2011 11:13,(blank),United Kingdom,-60,0
549349,4/8/2011 11:13,(blank),United Kingdom,-38,0
549350,4/8/2011 11:14,(blank),United Kingdom,-13,0
549351,4/8/2011 11:14,(blank),United Kingdom,-21,0
549353,4/8/2011 11:21,13962,United Kingdom,30,8.8143
549355,4/8/2011 11:21,(blank),United Kingdom,-5,0
549360,4/8/2011 11:23,17035,United Kingdom,86,3.644
549368,4/8/2011 11:26,18036,United Kingdom,83,1.7425
549371,4/8/2011 11:27,(blank),United Kingdom,-17,0
549372,4/8/2011 11:28,14958,United Kingdom,70,6.4261
549373,4/8/2011 11:28,(blank),United Kingdom,-2,0
549374,4/8/2011 11:29,(blank),United Kingdom,-29,0
549375,4/8/2011 11:29,(blank),United Kingdom,-6,0
549376,4/8/2011 11:29,(blank),United Kingdom,11,0
549387,4/8/2011 11:33,13178,United Kingdom,355,2.3267
549412,4/8/2011 11:43,14258,United Kingdom,1284,2.704
549417,4/8/2011 11:44,14258,United Kingdom,12,6.65
549424,4/8/2011 11:50,15367,United Kingdom,338,2.3124
549425,4/8/2011 11:54,14030,United Kingdom,248,3.202
549426,4/8/2011 11:55,(blank),United Kingdom,-201,0
549427,4/8/2011 11:56,(blank),United Kingdom,-12,0
549428,4/8/2011 12:01,15815,United Kingdom,192,2.67
549429,4/8/2011 12:06,17001,United Kingdom,158,4.0031
549431,4/8/2011 12:17,15874,United Kingdom,895,2.1329
549432,4/8/2011 12:20,14264,United Kingdom,18,7.01
549433,4/8/2011 12:28,16709,United Kingdom,26,7.1
549434,4/8/2011 12:30,12647,Germany,88,5.6217
549435,4/8/2011 12:33,12356,Portugal,370,2.4281
549436,4/8/2011 12:34,18041,United Kingdom,123,1.2517
549439,4/8/2011 12:42,13562,United Kingdom,233,4.2425
549440,4/8/2011 12:42,17162,United Kingdom,61,4.175
549441,4/8/2011 12:43,17162,United Kingdom,2,4.95
549442,4/8/2011 12:56,16996,United Kingdom,102,3.0733
549443,4/8/2011 12:56,15775,United Kingdom,68,2.4714
549444,4/8/2011 13:00,16013,United Kingdom,100,3.75
549445,4/8/2011 13:01,17809,United Kingdom,40,6.75
549446,4/8/2011 13:14,17054,United Kingdom,319,2.9904
549447,4/8/2011 13:20,17268,United Kingdom,192,0.72
549448,4/8/2011 14:07,13078,United Kingdom,182,2.6757
549449,4/8/2011 14:12,14227,United Kingdom,111,4.1408
549451,4/8/2011 14:14,16556,United Kingdom,167,4.1417
549453,4/8/2011 14:18,(blank),United Kingdom,24,0
549454,4/8/2011 14:18,(blank),United Kingdom,46,0
549455,4/8/2011 14:18,(blank),United Kingdom,-10,0
549456,4/8/2011 14:19,(blank),United Kingdom,-6,0
549457,4/8/2011 14:19,(blank),United Kingdom,-16,0
549458,4/8/2011 14:19,(blank),United Kingdom,-6,0
549459,4/8/2011 14:20,(blank),United Kingdom,7,0
549460,4/8/2011 14:20,(blank),United Kingdom,-82,0
549461,4/8/2011 14:20,(blank),United Kingdom,-16,0
549462,4/8/2011 14:21,(blank),United Kingdom,-16,0
549463,4/8/2011 14:21,(blank),United Kingdom,-17,0
549464,4/8/2011 14:21,(blank),United Kingdom,-6,0
549465,4/8/2011 14:22,(blank),United Kingdom,-5,0
549466,4/8/2011 14:22,(blank),United Kingdom,-11,0
549467,4/8/2011 14:26,13305,United Kingdom,125,3.2722
549468,4/8/2011 14:27,17940,United Kingdom,1,1867.86
549470,4/8/2011 14:28,(blank),United Kingdom,-8,0
549471,4/8/2011 14:39,17389,United Kingdom,72,1.3267
549489,4/8/2011 15:05,(blank),United Kingdom,8,0
549492,4/8/2011 15:06,(blank),United Kingdom,5,0
549494,4/8/2011 15:06,(blank),United Kingdom,6,0
549497,4/8/2011 15:06,(blank),United Kingdom,3,0
549498,4/8/2011 15:06,(blank),United Kingdom,1,0
549500,4/8/2011 15:06,(blank),United Kingdom,1,0
549502,4/8/2011 15:07,(blank),United Kingdom,1,0
549506,4/8/2011 15:07,(blank),United Kingdom,-31,0
549510,4/8/2011 15:08,(blank),United Kingdom,-158,0
549514,4/8/2011 15:09,(blank),United Kingdom,-3,0
549520,4/8/2011 15:19,13265,United Kingdom,720,1.5011
549522,4/8/2011 15:34,16873,United Kingdom,341,2.0538
549523,4/8/2011 15:35,12748,United Kingdom,7,4.2833
549524,4/8/2011 15:41,(blank),United Kingdom,15,4.0667
549524,4/8/2011 15:42,(blank),United Kingdom,380,5.3617
549525,4/8/2011 15:44,(blank),United Kingdom,280,5.6437
549526,4/8/2011 15:49,13630,United Kingdom,311,1.7806
549527,4/8/2011 16:03,(blank),United Kingdom,-1479,0
549528,4/8/2011 16:44,(blank),United Kingdom,-55,0
549529,4/8/2011 16:56,(blank),United Kingdom,-576,0
549531,4/8/2011 17:05,(blank),United Kingdom,-750,0
549534,4/8/2011 17:09,(blank),United Kingdom,2,0.42
549536,4/8/2011 17:16,(blank),United Kingdom,3,2.3833
549537,4/8/2011 17:22,(blank),United Kingdom,35,2.119
549538,4/8/2011 17:25,17961,United Kingdom,23,1.5988
549539,4/10/2011 10:10,15465,United Kingdom,48,6.1
549541,4/10/2011 10:16,17268,United Kingdom,192,0.72
549542,4/10/2011 11:11,15311,United Kingdom,460,1.655
549543,4/10/2011 11:14,18118,United Kingdom,102,1.9846
549546,4/10/2011 11:24,16889,United Kingdom,310,3.5216
549547,4/10/2011 11:33,16359,United Kingdom,145,19.9321
549548,4/10/2011 11:35,13548,United Kingdom,164,2.7492
549550,4/10/2011 11:45,15038,United Kingdom,29,5.6442
549551,4/10/2011 11:48,15955,United Kingdom,229,4.0247
549552,4/10/2011 11:58,13508,United Kingdom,24,5.1925
549553,4/10/2011 12:22,16931,United Kingdom,90,1.7807
549554,4/10/2011 12:36,16779,United Kingdom,220,2.2387
549555,4/10/2011 12:52,13606,United Kingdom,129,2.5151
549556,4/10/2011 12:53,17372,United Kingdom,122,2.227
549557,4/10/2011 12:59,14450,United Kingdom,71,2.7325
549558,4/10/2011 13:21,15058,United Kingdom,77,2.6037
549559,4/10/2011 13:25,12447,Belgium,190,3.5742
549560,4/10/2011 13:26,15058,United Kingdom,52,2.1083
549561,4/10/2011 13:36,13570,United Kingdom,161,2.1026
549562,4/10/2011 13:48,13232,United Kingdom,196,1.8071
549563,4/10/2011 14:02,14030,United Kingdom,80,2.9938
549564,4/10/2011 14:16,18129,United Kingdom,48,2.925
549566,4/10/2011 14:27,13610,United Kingdom,49,3.4775
549567,4/10/2011 15:07,13632,United Kingdom,98,3.8746
549568,4/10/2011 15:09,15665,United Kingdom,1174,1.8842
549569,4/10/2011 15:15,15547,United Kingdom,287,2.2489
549570,4/10/2011 15:19,17550,United Kingdom,59,2.8996
549571,4/10/2011 15:25,15655,United Kingdom,324,3.0921
549572,4/10/2011 15:32,17757,United Kingdom,82,2.7839
549573,4/10/2011 16:01,14504,United Kingdom,117,3.3476
549574,4/10/2011 16:02,18226,United Kingdom,226,2.1669
549575,4/10/2011 16:04,13956,United Kingdom,77,2.9247
549576,4/11/2011 8:14,17069,United Kingdom,229,4.148
549577,4/11/2011 8:16,14286,United Kingdom,1998,1.5157
549578,4/11/2011 8:49,17340,United Kingdom,450,2.3197
549579,4/11/2011 9:18,15780,United Kingdom,127,3.5715
549581,4/11/2011 9:44,16188,United Kingdom,71,2.7367
549583,4/11/2011 9:46,15214,United Kingdom,402,2.544
549584,4/11/2011 9:47,17574,United Kingdom,77,3.3163
549585,4/11/2011 9:54,14616,United Kingdom,32,4.95
549586,4/11/2011 10:00,(blank),United Kingdom,462,5.133
549587,4/11/2011 10:01,15737,United Kingdom,286,3.18
549588,4/11/2011 10:04,12428,Finland,237,3.3667
549589,4/11/2011 10:04,16552,United Kingdom,180,3.89
549590,4/11/2011 10:09,13324,United Kingdom,400,3.1943
549591,4/11/2011 10:10,18080,United Kingdom,330,2.55
549592,4/11/2011 10:14,14311,United Kingdom,146,5.084
549593,4/11/2011 10:18,18008,United Kingdom,130,1.25
549594,4/11/2011 10:25,16029,United Kingdom,192,2.45
549595,4/11/2011 10:59,13324,United Kingdom,697,3.3313
549596,4/11/2011 11:06,14339,United Kingdom,168,2.0329
549597,4/11/2011 11:23,16133,United Kingdom,146,3.1233
549614,4/11/2011 11:38,12720,Germany,218,2.6814
549619,4/11/2011 11:40,13798,United Kingdom,496,1.6217
549628,4/11/2011 11:43,13798,United Kingdom,664,0.4067
549633,4/11/2011 11:45,15671,United Kingdom,184,2.0108
549646,4/11/2011 11:51,12982,United Kingdom,288,1.8479
549664,4/11/2011 12:13,13113,United Kingdom,24,3.8
549665,4/11/2011 12:17,14541,United Kingdom,52,3.61
549667,4/11/2011 12:20,14911,EIRE,477,2.6776
549668,4/11/2011 12:21,(blank),United Kingdom,2,16.95
549669,4/11/2011 12:21,13113,United Kingdom,3,0.85
549670,4/11/2011 12:45,16168,United Kingdom,88,1.65
549678,4/11/2011 12:57,16525,United Kingdom,128,4.725
549679,4/11/2011 12:59,16407,United Kingdom,48,1.25
549680,4/11/2011 13:02,12701,Germany,246,3.9771
549681,4/11/2011 13:19,13881,United Kingdom,322,1.3071
549682,4/11/2011 13:22,12596,Spain,156,4.2253
549683,4/11/2011 13:24,14273,United Kingdom,54,2.165
549684,4/11/2011 13:24,(blank),United Kingdom,1,30
549687,4/11/2011 13:29,12363,Unspecified,282,2.2813
549689,4/11/2011 13:40,15971,United Kingdom,7,3.95
549690,4/11/2011 13:41,17841,United Kingdom,217,2.2759
549691,4/11/2011 13:42,13549,United Kingdom,134,2.06
549693,4/11/2011 13:43,14696,United Kingdom,135,2.5076
549694,4/11/2011 13:45,15414,United Kingdom,12,4.02
549695,4/11/2011 13:50,(blank),United Kingdom,-24,0
549696,4/11/2011 13:55,13089,United Kingdom,12,12.75
549705,4/11/2011 14:00,13668,United Kingdom,114,3.0511
549711,4/11/2011 14:07,13654,United Kingdom,201,4.32
549712,4/11/2011 14:10,(blank),United Kingdom,1,14.95
549713,4/11/2011 14:11,17611,United Kingdom,141,3.1486
549714,4/11/2011 14:13,(blank),United Kingdom,41,2.306
549715,4/11/2011 14:40,13203,United Kingdom,145,1.958
549716,4/11/2011 14:43,14628,United Kingdom,106,5.0975
549717,4/11/2011 14:56,14606,United Kingdom,1,15
549718,4/11/2011 15:03,13846,United Kingdom,111,3.2727
549719,4/11/2011 15:04,14326,United Kingdom,103,2.8
549720,4/11/2011 15:25,14606,United Kingdom,56,3.2527
549721,4/11/2011 15:35,14911,EIRE,113,7.2908
549722,4/11/2011 15:59,17236,United Kingdom,69,2.652
549728,4/11/2011 16:15,17799,United Kingdom,89,2.1719
549729,4/11/2011 16:17,13634,United Kingdom,126,3.024
549730,4/11/2011 16:35,15867,United Kingdom,159,2.7248
549732,4/11/2011 16:47,15615,United Kingdom,436,1.9781
549733,4/11/2011 16:56,17827,United Kingdom,218,1.7873
549734,4/11/2011 17:12,16409,United Kingdom,400,2.4739
549735,4/12/2011 8:42,13824,United Kingdom,202,3.7893
549736,4/12/2011 9:02,13599,United Kingdom,102,6.2525
549737,4/12/2011 9:03,13599,United Kingdom,80,2.3443
549738,4/12/2011 9:28,(blank),Hong Kong,732,3.5441
549739,4/12/2011 9:35,15935,United Kingdom,1,308.82
549740,4/12/2011 9:49,15981,United Kingdom,356,1.3525
549741,4/12/2011 9:53,13655,United Kingdom,115,5.3071
549742,4/12/2011 10:01,12910,United Kingdom,502,1.8652
549743,4/12/2011 10:05,16186,United Kingdom,428,1.2268
549744,4/12/2011 10:30,15240,United Kingdom,204,1.8875
549745,4/12/2011 10:33,13577,United Kingdom,131,4.5065
549746,4/12/2011 10:38,15251,United Kingdom,1918,3.8903
549747,4/12/2011 10:41,17428,United Kingdom,400,1.535
549748,4/12/2011 10:42,17428,United Kingdom,146,6.292
549749,4/12/2011 10:45,12928,United Kingdom,236,1.8124
549750,4/12/2011 10:48,18109,United Kingdom,19,4.875
549751,4/12/2011 10:58,13089,United Kingdom,403,2.6172
549752,4/12/2011 11:01,13089,United Kingdom,40,1.25
549754,4/12/2011 11:32,13700,United Kingdom,380,1.1236
549755,4/12/2011 11:34,16843,United Kingdom,344,1.3978
549756,4/12/2011 11:36,14111,United Kingdom,148,2.15
549771,4/12/2011 11:43,14669,United Kingdom,287,2.4265
549787,4/12/2011 11:58,13268,United Kingdom,163,2.3658
549789,4/12/2011 12:00,17160,United Kingdom,569,1.4138
549790,4/12/2011 12:02,16172,United Kingdom,180,1.5194
549813,4/12/2011 12:16,17972,United Kingdom,37,4.2303
549825,4/12/2011 12:47,12463,Belgium,189,3.001
549826,4/12/2011 12:53,15044,United Kingdom,114,5.6429
549828,4/12/2011 12:56,15044,United Kingdom,12,2.09
549829,4/12/2011 12:56,16713,United Kingdom,198,3.3395
549830,4/12/2011 13:01,17811,United Kingdom,57,3.6211
549831,4/12/2011 13:10,14844,United Kingdom,582,2.7273
549832,4/12/2011 13:10,17278,United Kingdom,179,4.7533
549833,4/12/2011 13:19,13458,United Kingdom,666,2.1022
549834,4/12/2011 13:20,16672,United Kingdom,96,3.45
549835,4/12/2011 13:24,17511,United Kingdom,990,3.163
549836,4/12/2011 13:32,16814,United Kingdom,75,2.825
549837,4/12/2011 13:38,16705,United Kingdom,429,3.9665
549838,4/12/2011 13:39,16705,United Kingdom,48,4.85
549839,4/12/2011 13:45,15212,United Kingdom,36,3.63
549841,4/12/2011 13:52,15189,United Kingdom,2,1.65
549842,4/12/2011 13:55,14738,United Kingdom,58,3.6714
549843,4/12/2011 14:04,13157,United Kingdom,284,1.2414
549844,4/12/2011 14:17,12854,United Kingdom,260,2.0788
549845,4/12/2011 14:22,16729,United Kingdom,390,1.7852
549846,4/12/2011 14:30,(blank),United Kingdom,-6,0
549847,4/12/2011 14:43,15358,United Kingdom,505,1.8462
549848,4/12/2011 14:51,(blank),United Kingdom,-34,0
549849,4/12/2011 14:51,(blank),United Kingdom,-23,0
549850,4/12/2011 14:58,16168,United Kingdom,9,4.95
549851,4/12/2011 15:08,16062,United Kingdom,209,3.0858
549852,4/12/2011 15:08,14289,United Kingdom,40,5.9333
549874,4/12/2011 15:23,16919,United Kingdom,191,2.8624
549880,4/12/2011 15:30,15932,United Kingdom,180,2.23
549881,4/12/2011 15:30,14032,United Kingdom,230,2.1294
549885,4/12/2011 15:32,17204,United Kingdom,119,6.2955
549896,4/12/2011 15:43,(blank),United Kingdom,2,3.35
549901,4/12/2011 16:17,17180,United Kingdom,233,1.5178
549902,4/12/2011 16:17,14006,United Kingdom,211,3.4192
549903,4/12/2011 16:19,17576,United Kingdom,194,3.8726
549904,4/12/2011 16:20,17180,United Kingdom,125,0.5729
549906,4/12/2011 16:28,14998,United Kingdom,105,2.3971
549907,4/12/2011 16:30,13484,United Kingdom,44,7.5
549909,4/12/2011 16:43,15777,United Kingdom,129,3.835
549910,4/12/2011 17:12,16697,United Kingdom,27,4.6405
549911,4/13/2011 8:26,14060,United Kingdom,493,1.0245
549914,4/13/2011 9:32,14931,Channel Islands,97,8.6778
549915,4/13/2011 9:32,18231,United Kingdom,253,2.1232
549916,4/13/2011 9:39,13717,United Kingdom,318,3.304
549917,4/13/2011 9:42,16607,United Kingdom,168,2.125
549918,4/13/2011 9:48,17017,United Kingdom,184,1.83
549920,4/13/2011 9:52,18236,United Kingdom,52,3.9563
549923,4/13/2011 9:59,13138,United Kingdom,72,3.2742
549924,4/13/2011 10:10,16837,United Kingdom,12,8.8833
549925,4/13/2011 10:12,16333,United Kingdom,1056,1.06
549926,4/13/2011 10:14,16333,United Kingdom,2232,0.465
549927,4/13/2011 10:19,16684,United Kingdom,3300,1.9152
549928,4/13/2011 10:20,16684,United Kingdom,200,1.62
549929,4/13/2011 10:32,13740,United Kingdom,425,1.5961
549932,4/13/2011 10:40,13534,United Kingdom,70,1.9288
549933,4/13/2011 11:04,15230,United Kingdom,339,1.6377
549934,4/13/2011 11:05,15134,United Kingdom,50,3.1833
549935,4/13/2011 11:16,(blank),United Kingdom,-43,0
549936,4/13/2011 11:29,15465,United Kingdom,79,6.4833
549937,4/13/2011 11:40,15046,United Kingdom,125,5.2414
549938,4/13/2011 11:42,13199,United Kingdom,160,2.55
549939,4/13/2011 11:46,16309,United Kingdom,304,1.6752
549940,4/13/2011 11:48,13694,United Kingdom,1661,1.0706
549941,4/13/2011 11:53,13694,United Kingdom,96,0.85
549942,4/13/2011 12:04,12971,United Kingdom,36,4.2
549943,4/13/2011 12:09,13544,United Kingdom,75,2.2563
549944,4/13/2011 12:23,14262,United Kingdom,196,2.1238
549946,4/13/2011 12:44,17819,United Kingdom,24,5.5633
549947,4/13/2011 12:47,18260,United Kingdom,314,3.0611
549948,4/13/2011 12:55,(blank),United Kingdom,-1,0
549949,4/13/2011 12:57,13208,United Kingdom,148,1.7986
549950,4/13/2011 12:57,(blank),United Kingdom,-6,0
549951,4/13/2011 12:57,13134,United Kingdom,162,3.9004
549952,4/13/2011 13:05,(blank),United Kingdom,-93,0
549953,4/13/2011 13:15,12766,Portugal,581,2.9263
549954,4/13/2011 13:25,13700,United Kingdom,134,2.4737
549956,4/13/2011 13:42,14898,United Kingdom,248,2.0017
549957,4/13/2011 13:45,13539,United Kingdom,97,3.449
549958,4/13/2011 13:47,17589,United Kingdom,446,1.9504
549959,4/13/2011 13:47,16097,United Kingdom,87,5.36
549961,4/13/2011 13:51,16652,United Kingdom,2,12.75
549964,4/13/2011 14:12,13122,United Kingdom,537,2.6781
549965,4/13/2011 14:17,16966,United Kingdom,360,1.2938
549966,4/13/2011 14:17,16224,United Kingdom,406,1.503
549967,4/13/2011 14:21,17873,United Kingdom,315,1.3833
549969,4/13/2011 14:24,13408,United Kingdom,260,1.25
549970,4/13/2011 14:25,15026,United Kingdom,23,4.0417
549971,4/13/2011 14:25,13408,United Kingdom,20,1.65
549972,4/13/2011 14:27,13408,United Kingdom,186,2.1625
549974,4/13/2011 14:31,17746,United Kingdom,29,5.7417
549975,4/13/2011 14:38,16175,United Kingdom,100,4.3087
549976,4/13/2011 14:39,15855,United Kingdom,66,1.9688
549977,4/13/2011 14:54,14810,United Kingdom,86,2.1665
549978,4/13/2011 15:00,14834,United Kingdom,81,4.8855
549979,4/13/2011 15:06,17511,United Kingdom,20,1.55
549980,4/13/2011 15:36,14062,United Kingdom,156,1.685
549981,4/13/2011 15:49,16348,United Kingdom,151,2.9246
549982,4/13/2011 15:52,17091,United Kingdom,323,2.07
549983,4/13/2011 15:55,16348,United Kingdom,77,2.8713
549984,4/13/2011 15:57,15147,United Kingdom,366,2.9839
549985,4/13/2011 15:58,15640,United Kingdom,553,2.982
549988,4/13/2011 16:43,14367,United Kingdom,221,4.036
549989,4/13/2011 16:58,13221,United Kingdom,91,5.0216
549990,4/13/2011 17:31,16678,United Kingdom,46,4.04
549991,4/14/2011 8:13,18229,United Kingdom,92,4.2438
549992,4/14/2011 8:14,17669,United Kingdom,320,1.4614
549993,4/14/2011 8:26,14057,United Kingdom,336,1.2445
549994,4/14/2011 8:27,14057,United Kingdom,20,2.08
549995,4/14/2011 8:32,16131,United Kingdom,540,3.4883
549996,4/14/2011 8:45,15189,United Kingdom,44,6.515
549997,4/14/2011 8:46,15189,United Kingdom,72,2.55
549998,4/14/2011 8:49,17675,United Kingdom,244,2.29
549999,4/14/2011 9:09,15813,United Kingdom,369,3.5541
550000,4/14/2011 9:18,17058,United Kingdom,351,3.2983
550001,4/14/2011 9:28,17704,United Kingdom,175,3.5113
550002,4/14/2011 9:30,12709,Germany,41,9.625
550003,4/14/2011 9:43,14428,United Kingdom,89,5.4025
550004,4/14/2011 9:56,12569,Germany,102,4.2156
550005,4/14/2011 9:58,17677,United Kingdom,200,1.55
550006,4/14/2011 10:10,17841,United Kingdom,98,2.6757
550007,4/14/2011 10:13,15125,United Kingdom,400,1.3175
550008,4/14/2011 10:17,15570,United Kingdom,90,5.9994
550011,4/14/2011 10:40,(blank),United Kingdom,3,3.1167
550012,4/14/2011 10:42,(blank),United Kingdom,19,2.5411
550015,4/14/2011 10:54,17735,United Kingdom,551,2.2198
550016,4/14/2011 10:54,15416,United Kingdom,522,3.0116
550017,4/14/2011 11:07,17865,United Kingdom,324,2.1186
550025,4/14/2011 11:19,17315,United Kingdom,56,2.8167
550030,4/14/2011 11:28,17315,United Kingdom,26,1.65
550031,4/14/2011 11:32,13629,United Kingdom,350,1.8675
550032,4/14/2011 11:39,15139,United Kingdom,106,0.742
550033,4/14/2011 11:45,15005,United Kingdom,116,2.4197
550034,4/14/2011 11:48,16187,United Kingdom,498,2.98
550035,4/14/2011 11:48,15039,United Kingdom,332,3.2762
550052,4/14/2011 12:00,17068,United Kingdom,198,2.4484
550054,4/14/2011 12:00,14040,United Kingdom,84,3.796
550057,4/14/2011 12:01,14606,United Kingdom,96,1.9417
550071,4/14/2011 12:12,16735,United Kingdom,304,2.6605
550106,4/14/2011 12:31,13772,United Kingdom,86,2.7831
550120,4/14/2011 12:35,17071,United Kingdom,102,3.295
550121,4/14/2011 12:38,15271,United Kingdom,68,3.65
550122,4/14/2011 12:39,12931,United Kingdom,1176,1.53
550123,4/14/2011 12:39,(blank),United Kingdom,320,1.6259
550124,4/14/2011 12:41,12853,United Kingdom,114,5.225
550125,4/14/2011 12:42,13317,United Kingdom,215,3.5052
550126,4/14/2011 12:43,12853,United Kingdom,74,2.6167
550128,4/14/2011 13:13,(blank),United Kingdom,9,3.4611
550129,4/14/2011 13:17,13001,United Kingdom,317,2.885
550130,4/14/2011 13:17,14390,United Kingdom,207,3.5993
550131,4/14/2011 13:27,15935,United Kingdom,114,1.7018
550132,4/14/2011 13:33,16933,United Kingdom,127,2.762
550133,4/14/2011 13:49,(blank),United Kingdom,-1092,0
550134,4/14/2011 13:50,16249,United Kingdom,441,3.2677
550135,4/14/2011 13:52,15769,United Kingdom,360,3.39
